Name,Country,Owner,Use,Purpose,OrbitClass,Perigee,Apogee,Period,Mass,LaunchDate,COSPAR,NORAD,Comments
Lemur-2-Dembitz (Lemur 2F49),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,586,596,96.5,10,7/14/17,2017-042T,42842,
Lemur-2-Furiaus (Lemur 2F45),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,584,601,96.5,10,7/14/17,2017-042R,42840,
Lemur-2-Greenberg (Lemur 2F42),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,585,602,96.5,10,7/14/17,2017-042N,42837,
Lemur-2-JennyBarna (Lemur 2F30),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,476,490,94.2,10,4/18/17,2017-019B,42752,
Lemur-2-Jobanputra (Lemur 2-F22),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,507,94.6,10,2/15/17,2017-008BB,41997,
Lemur-2-KungFoo (Lemur 2F37),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,510,94.6,10,6/23/17,2017-036K,24774,
Lemur-2-Lisasaurus (Lemur 2F40),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,508,94.6,10,6/23/17,2017-036R,42780,
Lemur-2-LucyBryce (Lemur 2F36),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,511,94.6,10,6/23/17,2017-036J,24773,
Lemur-2-Lynsey-Symo (Lemur 2F41),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,508,94.6,10,6/23/17,2017-036Q,42779,
Lemur-2-McPeake (Lemur 2F38),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,510,94.6,10,6/23/17,2017-036T,42782,
Lemur-2-Mia-Grace (Lemur 2F27),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,507,94.6,10,2/15/17,2017-008AW,41992,
Lemur-2-Monson (Lemur 2F44),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,585,601,96.5,10,7/14/17,2017-042Q,42839,
Lemur-2-NoguesCorreig (Lemur 2F28),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,507,94.6,10,2/15/17,2017-008BA,41996,
Lemur-2-PeterG (Lemur 2F48),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,586,596,96.5,10,7/14/17,2017-042S,42841,
Lemur-2-Rdeaton (Lemur 2-F25),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,507,94.6,10,2/15/17,2017-008AZ,41995,
Lemur-2-Redfern-Goes (Lemur 2-F21),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,397,408,92.6,10,12/9/16,1998-067LA,42059,
Lemur-2-RobMoore) (Lemur 2F33),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,476,490,94.2,10,4/18/17,2017-019E,42755,
Lemur-2-Sam-Amelia (Lemur 2F39),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,509,94.6,10,6/23/17,2017-036S,42781,
Lemur-2-Satchmo (Lemur 2-F24),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,507,94.6,10,2/15/17,2017-008AV,41991,
Lemur-2-ShainaJohl (Lemur 2F34),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,511,94.6,10,6/23/17,2017-036G,24771,
Lemur-2-Smita-Sharad (Lemur 2-F26),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,507,94.6,10,2/15/17,2017-008AX,41993,
Lemur-2-Sokolsky (Lemur 2-F14),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,498,507,94.6,10,10/17/16,2016-062D,41872,
Lemur-2-Spire-Minions (Lemur 2F23),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,507,94.6,10,2/15/17,2017-008AY,41994,
Lemur-2-SpiroVision) (Lemur 2F32),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,477,489,94.2,10,4/18/17,2017-019D,42754,
Lemur-2-Tachikoma (Lemur 2F29),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,507,94.6,10,2/15/17,2017-008BC,41998,
Lemur-2-Trutna (Lemur 2-F18),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,396,408,92.6,10,12/9/16,1998-067LC,42067,
Lemur-2-TrutnaHD (Lemur 2-F19),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,397,406,92.6,10,12/9/16,1998-067LE,42069,
Lemur-2-Wingo (Lemur 2-F17),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,498,507,94.6,10,10/17/16,2016-062F,41874,
Lemur-2-Xiaoqing (Lemur-2 F15),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,498,507,94.6,10,10/17/16,2016-062C,41871,
Lemur-2-XueniTerence (Lemur 2F35),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,496,511,94.6,10,6/23/17,2017-036H,24772,
Lemur-2-Zachary (Lemur 2F46),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,587,597,96.5,10,7/14/17,2017-042W,42845,
"LilacSat-1 (QB50-CN02, Zidingxiang-1)",China,Harbin Institute of Technology,Civil,Earth Science,LEO,402,403,92.6,4,5/26/17,1998-067ME,42725,Carries an Ion-Neutral Mass Spectrometer (INMS).
"LilacSat-2 (CAS-3H, Zidingxiang-2)",China,Harbin Institute/China Amateur Satellite - CAMSAT,Civil,Technology Development,LEO,520,541,95.24,11,9/19/15,2015-049K,40908,Technology demonstration and carries amateur radio.
Ling Qiao,China,Xinwei Telecom Technology Company,Commercial,Technology Development,LEO,779,808,100.73,100,9/4/14,2014-051A,40136,Test satellite for multimedial communications.
"LINK (QB50-KR01, Little Intelligent Nanosatellite of KAIST)",South Korea,Korean Advanced Institute of Science and Technology (KAIST),Government,Space Science,LEO,401,404,92.4,3,5/18/17,1998-067LV,42714,Equipped with an ion-neutral mass spectrometer and two Langmuir probes
Lituanicasat-2,Lithuania,Vilnius University,Civil,Technology Development,LEO,496,512,94.69,3,6/22/17,2017-036D,42768,Part of European Union QB50 program.
LMRSTSat (Low Mass Radio Science Transponder Satellite),USA,National Aeronautics and Space Administration (NASA) Jet Propulsion Laboratory,Government,Technology Demonstration,LEO,493,800,97.65,3,10/8/15,2015-058H,40971,Technology demonstration of Low Mass Radio Transponder.
Lotos-S1 (Cosmos 2455),Russia,Ministry of Defense,Military,Earth Observation,LEO,900,911,103.1,5000,11/20/09,2009-063A,36095,"New generation electronic reconnaissance satellite, possibly will work as part of the Liana electronic reconnaissance system. "
Lotos-S2 (Cosmos 2502),Russia,Ministry of Defense,Military,Earth Observation,LEO,901,910,103.11,5000,12/23/14,2014-086A,40358,Electronic intelligence gathering (ELINT).
"LQSat (Lingqiao Satellite, Jilian 1A)",China,Changchun Institute of Optics,Commercial,Earth Observation,LEO,640,663,97.77,55,10/7/15,2015-057A,40958,Technology development in earth imaging.
Luch 5A,Russia,Russian Federal Space Agency,Government,Communications,GEO,35778,35793,1436.8,950,12/11/11,2011-074B,37951,"Seven S-band and Ku-band channels. The 1,148-kg spacecraft will provide TV and data communications links between the International Space Station and the ground, as well as orbital control of spacecraft in low Earth orbit."
Luch 5B,Russia,Russian Federal Space Agency,Government,Communications,GEO,35772,35801,1436.09,1282,11/2/12,2012-061A,38977,"Relay commands and data. Provide secure communication links, command relay to spacecraft, and communication with ISS. Time correction for GLONASS."
Luch 5V,Russia,Russian Federal Space Agency,Government,Communications,GEO,35767,35802,1435.99,1148,4/28/14,2014-023A,39727,"Relay commands and data. Provide secure communication links, command relay to spacecraft, and communication with ISS. Time correction for GLONASS."
Luch/Olympus,Russia,Ministry of Defense,Military,Communications,GEO,35781,35793,1436.12,,9/27/14,2014-058A,40258,Likely serve as a data relay station for military satellites when they are orbiting the Earth beyond the range of ground stations. 
M-Cubed/E1P-U2 (Michigan Multipurpose Minisat; Explorer 1 Prime - Unit 2 -  HRBE [William A. Hiscock Radiation Belt Explorer]),USA,University of Michigan/Montana University,Civil,Technology Development,LEO,442,724,97.45,2,10/28/11,2011-061F,37855,M-Cubed is as a technology demonstrator platform for high resolution imaging technology intended for use in a future Nasa mission; E1P-U2 mission is to detect the Van Allen radiation belts.
M3MSat (Maritime Monitoring and Messaging Microsatellite),Canada,Defence Research and Development Canada (DRDC)/Canadian Space Agency,Government,Earth Observation,LEO,501,515,94.7,85,6/22/16,2016-040G,41605,"Automatic Identification System (AIS) satellite; real-time data on the locations, speeds and routes of vessels through Canadian oceans."
Maroc Tubsat ,Morocco/Germany,CTRS Morocco/Institut für Luft-und Raumfahrttechnik (Berlin),Government,Technology Development,LEO,984,1014,105.1,47,12/10/01,2001-056D,27004,Test three-dimensional attitude control system for future remote sensing; currently used for ice observation in Arctic.
Max Valier,Italy,"Max Valier school Bolzano, Italy, Oskar von Miller school, Merano, Italy",Civil,Space Science/Technology Development,LEO,496,516,94.7,16,6/23/17,2017-036P,42778,Carries a mini x-ray telescope added to the mission by the Max Planck Institute of Extraterrestrial Physics (MPE).
Mazaalai (Bird MM),Mongolia,Kyushu Institute of Technology (KIT),Civil,Communications,LEO,401,410,92.6,2,7/7/17,1998-067MW,42822,Five country effort at Kyushu Institute of Technology for learning and capacity building.
Measat 2 (Malaysia East Asia Sat 2),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,GEO,35782,35791,1436.12,1450,11/14/96,1996-063B,24653,"Brought back from retirement 9/11, highly inclined. Digital video and audio broadcasting, international and domestic VSAT and telecommunication services as well as high-speed Internet access; 6 C-band, 9 Ku-band; Malaysia and neighboring countries."
Measat 3 (Malaysia East Asia Sat 3),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,GEO,35778,35794,1436.1,4900,12/11/06,2006-056A,29648,"24 C-band, 24 Ku-band"
Measat 3A (Malaysia East Asia Sat 3A),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,GEO,35728,35788,1434.6,2417,6/21/09,2009-032A,35362,"12 C-band, 12 Ku-band transponders, Asia-Pacific region, Middle East, and Africa."
Measat 3B (Malaysia East Asia Sat 3B),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,GEO,35772,35802,1436.11,5800,9/11/14,2014-054B,40147,48 Ku-band transponders.
Megha-Tropiques,India/France,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Government,Earth Observation,LEO,853,868,102.2,1000,10/12/11,2011-058A,37838,The data collected by the satellite will allow improvement in knowledge on the water cycle contribution to the climate dynamic in the tropical atmosphere and our understanding of the processes linked to the tropical convection.
"Mercury 1 (Advanced Vortex 1, USA 105)",USA,National Reconnaissance Office (NRO)/USAF,Military,Earth Observation,GEO,35598,35976,1436.13,8000,8/27/94,1994-054A,23223,In the $1 billion range; ELINT; signals intelligence.
"Mercury 2 (Advanced Vortex 2, USA 118)",USA,National Reconnaissance Office (NRO)/USAF,Military,Earth Observation,GEO,33674,37900,1436.12,8000,4/24/96,1996-026A,23855,In the $1 billion range; ELINT; signals intelligence.
"Mercury 3 (NROL 67, USA 250)",USA,National Reconnaissance Office (NRO)/USAF,Military,Earth Observation,GEO,35500,35500,1436,3900,4/10/14,2014-020A,39652,Speculated to be a new SIGINT satellite - not verified.
Meridian-3,Russia,Military Space Forces (VKS),Military,Communications,Elliptical,2253,38105,645.98,2500,11/2/10,2010-058A,37212,"Military communications - designed to replace Molniya and Parus spacecraft; this is the third of the series, first success."
Meridian-4,Russia,Military Space Forces (VKS),Military,Communications,Elliptical,1722,38637,717.88,2500,5/4/11,2011-018A,37398,Military communications - designed to replace Molniya and Parus spacecraft; this is the fourth of the series.
Meridian-6 (Meridian 16L),Russia,Military Space Forces (VKS),Military,Communications,Elliptical,1494,38860,718.04,2500,11/14/12,2012-063A,38995,Military communications - designed to replace Molniya and Parus spacecraft; this is the sixth of the series.
Meridian-7 (Meridian 17L),Russia,Military Space Forces (VKS),Military,Communications,Elliptical,962,39398,717.88,2500,10/30/14,2014-069A,40296,Military communications - designed to replace Molniya and Parus spacecraft; this is the seventh of the series.
Meteor-M N-2,Russia,Russian Federal Service For Hydrometeorology and Environmental Monitoring (ROSHYDROMET),Government,Earth Observation,LEO,819,828,101.3,2778,7/8/14,2014-037A,40069,Imaging meteorological satellite carrying a range of weather and climate sensors
"Meteosat 10 (MSGalaxy-3,MSG 3)",Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government/Civil,Earth Observation,GEO,35784,35791,1436.15,2000,7/5/12,2012-035B,38552,
Meteosat 11 (MSG 4),Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government/Civil,Earth Observation,GEO,35791,35795,1436.1,2000,7/15/15,2015-034A,40732,
"Meteosat 8 (MSGalaxy-1, MSG-1)",Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government/Civil,Earth Observation,GEO,35781,35793,1436.1,2000,8/21/02,2002-040B,27509,Meteorological spacecraft; intended primarily to support the National Meteorological Services (NMS) of Member States; planned system of 3 satellites
"Meteosat 9 (MSGalaxy-2, MSG 2)",Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government/Civil,Earth Observation,GEO,35775,35795,1436,2000,12/21/05,2005-049B,28912,Meteorological spacecraft; intended primarily to support the National Meteorologicla Services (NMS) of Member States; planned system of 3 satellites.
MetOp-A (Meteorological Operational satellite),Multinational,ESA/EUMETSAT (European Organization for the Exploitation of Meterological Satellites),Government/Civil,Earth Observation,LEO,820,821,101.3,4193,10/19/06,2006-044A,29499,First polar-orbiting European meteorological satellite.
MetOp-B (Meteorological Operational satellite),Multinational,ESA/EUMETSAT (European Organization for the Exploitation of Meterological Satellites),Government/Civil,Earth Observation,LEO,819,822,101.3,4085,9/17/12,2012-049A,38771,
Mexsat-3 (Mexsat Bicentenario),Mexico,Mexico Telecomm,Government/Military,Communications,GEO,35784,35791,1436.16,2900,12/19/12,2012-075B,39035,Start of 3-satellite constellation.
Mexsat3 (Morelos-3),Mexico,Mexico Telecomm,Government,Communications,GEO,35767,35805,1436,5325,10/2/15,2015-056A,40946,
MICROSCOPE (MICRO-Satellite à traînée Compensée pour l'Observation du Principe d'Equivalence),ESA,Centre National d'Etudes Spatiales (CNES),Government,Space Science,LEO,711,715,99,300,4/25/16,2016-025B,41457,
Mikhailo Lomonosov (MVL-300),Russia,Moscow State University,Civil/Government,Space Science,LEO,469,487,94,645,4/27/16,2016-026A,41464,Pinpoint the origin of mysterious brilliant flashes of light in the upper atmosphere called transient luminous events.
"Milstar DFS-1 (USA 99, Milstar 1-F1) (Military Strategic and Tactical Relay)",USA,US Air Force,Military,Communications,GEO,35754,35819,1436.13,4536,2/7/94,1994-009A,22988,"Voice communication, data, imagery and video; survivable global military communication system. ""World's most secure, nuclear survivable, space-based communication system."""
"Milstar DFS-2 (USA 115, Milstar 1-F2) (Military Strategic and Tactical Relay)",USA,US Air Force,Military,Communications,GEO,35765,35809,1436.13,4536,11/6/95,1995-060A,23712,"Voice communication, data, imagery and video; survivable global military communication system. ""World's most secure, nuclear survivable, space-based communication system."""
"Milstar DFS-4 (USA 157, Milstar 2-F2) (Military Strategic and Tactical Relay)",USA,US Air Force,Military,Communications,GEO,35764,35768,1435.04,4536,2/27/01,2001-009A,26715,"Voice communication, data, imagery and video; survivable global military communication system. ""World's most secure, nuclear survivable, space-based communication system."""
"Milstar DFS-5 (USA 164, Milstar 2-F3) (Military Strategic and Tactical Relay)",USA,US Air Force,Military,Communications,GEO,35753,35820,1436.12,4536,1/16/02,2002-001A,27168,"Voice communication, data, imagery and video; survivable global military communication system. ""World's most secure, nuclear survivable, space-based communication system."""
Milstar DFS-6 (USA 169) (Military Strategic and Tactical Relay),USA,US Air Force,Military,Communications,GEO,35768,35806,1436.13,4536,4/8/03,2003-012A,27711,"Voice communication, data, imagery and video; survivable global military communication system. ""World's most secure, nuclear survivable, space-based communication system."""
